盈利能力,净资产收益率(ROE),3.1525,9.5,8.7075,5.76,2.96,9.29,8.5725,5.885,3.0425,10.14,9.18,6.28,3.2525,10.2,9.48,6.285,3.35,10.99,10.275,6.845,3.855,12.23,11.6175,7.77,4.2175,12.95,12.45,,,12.77,,,,14.95,,,,15.53,,,,18.36,,,,,,,,26.29,26.03,,,24.4,23.91,22.13,,,,14.17,,,,,,
盈利能力,摊薄净资产收益率,3.066117,10.298959,8.864414,5.836809,3.029369,9.655315,8.460892,5.901386,3.032575,10.092412,8.963776,6.29549,3.242348,11.122609,9.421714,6.402056,3.30738,11.008771,9.709724,6.611063,3.570444,12.54373,11.083421,7.520554,4.095954,13.131935,11.967057,7.946962,4.088525,13.395943,12.070324,8.613246,4.313642,14.307041,12.736512,9.068188,4.416924,14.707626,12.532379,9.021003,4.421458,14.887811,14.789833,10.691794,5.321396,17.777393,,11.400654,17.280355,23.35,22.91,18.658307,13.620037,21.7,21.7,19.9,13.46807,21.174034,12.642731,9.92,4.380122,2.887473,4.798113,5.210073,,
盈利能力,净资产收益率_平均,3.163012,10.480421,9.032003,5.926001,3.046908,10.049055,8.752667,6.044864,3.093538,10.64612,9.343673,6.463639,3.313015,11.303602,9.707688,6.486463,3.356502,12.015377,10.545223,7.045492,3.802432,13.144876,11.593338,7.727,4.195102,13.982586,12.702324,8.263384,4.194466,13.914983,12.420075,8.668923,4.294813,14.947109,13.267296,9.253307,4.505519,15.528984,13.181553,9.269987,4.531371,17.045163,15.738688,11.107297,5.47558,19.243854,,11.862743,21.441823,26.202628,25.943148,20.377708,14.451489,24.351586,23.906343,22.129289,14.424487,23.184776,14.771757,9.208727,4.474061,4.573623,4.921954,5.306118,,
盈利能力,净资产收益率_平均_扣除非经常损益,3.11214,10.466572,9.00572,5.898579,3.021043,9.899636,8.650884,5.991308,3.067302,10.484312,9.115599,6.284955,3.240054,11.146032,9.606051,6.41162,3.297836,11.841101,10.382031,6.925413,3.775316,12.997014,11.507107,7.742532,,13.947094,,,,13.818054,,,,14.783384,,,,15.49795,,9.282788,,16.91852,,,,19.215831,,,21.122156,26.135053,25.885216,,14.374423,24.20435,23.232996,22.453888,,,,,,,,,,
盈利能力,摊薄净资产收益率_扣除非经常损益,3.016802,10.285349,8.838619,5.809799,3.003654,9.51175,8.362502,5.849101,3.006857,9.939019,8.744976,6.121454,3.170943,10.967562,9.323071,6.328187,3.249573,10.849095,9.55946,6.498388,3.544983,12.402629,11.000983,7.535671,,13.098601,,,,13.30263,,,,14.150326,,,,,,,,,,,,,,,,26.29,22.83,,,21.53,21.09,20.19,,,,10.37,,,,,,
盈利能力,息税前利润率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盈利能力,总资产报酬率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盈利能力,总资本回报率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盈利能力,投入资本回报率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盈利能力,息前税后总资产报酬率_平均,0.177264,0.645912,0.552927,0.368931,0.190889,0.683073,0.594118,0.410034,0.21017,0.723932,0.630905,0.43241,0.221517,0.784944,0.688244,0.451737,0.236051,0.823148,0.718011,0.471549,0.257618,0.859123,0.76441,0.50707,0.277793,0.908249,0.828257,0.545683,0.27138,0.87549,0.779428,0.534407,0.26486,0.945936,0.850113,0.578192,0.283431,1.010855,0.877632,0.612218,0.302099,1.066751,0.942552,0.659494,0.323054,1.17475,0.969791,0.769839,1.28357,1.358521,1.263682,0.979062,0.677497,1.16672,1.275732,1.296126,0.801683,1.442381,0.876153,0.569261,0.324558,0.251199,0.167856,0.221028,,
